55270436	41552552	95639787	75118872	66718307
12424025	14556958	32397751	65049601	72544026
22851910	24849386	43697323	5282281	47186453
7080276	23778014	32572708	93280821	26164757
89372164	87310086	78861121	18699511	35793269
25045289	77549498	48769789	81981490	33720508
51823120	33652606	45779820	41760204	88975019
97193513	43342920	1247467	70279302	11564942
23261448	16070038	42533037	79975003	66214285
94035240	64629482	80180102	26351925	43999190
81228908	90008843	92279021	53598649	95662572
88403582	48482256	95286315	66032738	42079407
62530400	10085981	1276091	46240034	16367889
69758242	81007314	60623995	30238869	11277524
64319695	74679091	67248350	38515014	31634474
87114368	63339814	66885548	34410371	45260462
7950243	82745974	95146113	65887797	82931961
3601752	66148579	34747599	86843201	52503773
61667129	93229859	34543799	65035658	88916421
58558447	63287560	44439146	47891589	82399097
83600445	25453661	30034930	22780100	90811333
80043836	84280450	57571448	74845824	43225073
39870287	72937557	51149653	40512199	56559563
3138925	75935547	206868	28042770	2140522
10166578	27164696	12393324	9824795	30942449
90014242	43238055	30422088	53997941	23615282
59819466	71589605	23555005	29836124	44352847
25110750	65007263	56166287	32083806	6593896
95870397	16611051	82343222	31992024	6328347
615112	15931773	11483313	82160511	67817203
7803727	84405583	43531540	36669954	51352735
9826239	66654017	95959149	55382858	94643317
74126588	4594625	50732831	88279595	90565334
63508313	82775711	34671732	51387168	97799664
58645177	43052567	76856287	28914367	21593136
83897861	93906416	91806548	88637166	90499286
92678821	54948900	95846171	12866986	27031982
49462431	98073325	47410868	18110520	9450633
76439304	78088455	9529488	4671519	27592737
32803540	19494939	58794472	64434754	36997750
32338013	75151877	65856793	20264945	45098950
72893243	80815228	82708579	25595657	38143472
31311676	41759733	44756544	97742506	5352497
51937217	91980565	64765717	69383029	25850115
18718630	94187919	9048135	35008103	48478928
9110775	74160091	3509308	89514887	91793115
41364953	3795740	60262598	24167627	5386281
5566121	93384441	84864252	33114220	33780356
91187733	98367705	57724668	70146767	92340062
4265683	86239937	23077537	53390956	71245169
34043289	81834036	39914242	77344819	59730117
17302484	5700408	80395096	51369607	20371988
17370714	25419481	86657007	56572157	82994087
64443329	47368602	34615853	95186690	7118022
1344349	30472724	11090335	89059639	33261084
30575481	50468591	14677462	92304161	66388594
10952364	74437714	20530455	56255644	59105066
38173538	60911257	57602389	58481330	67613102
48709675	18774109	6970055	12654585	47960772
47341101	8977966	55208346	24105145	57557791
85661963	63483728	50056264	48504489	36375773
2885420	14283656	42490836	87559281	2322944
6124567	53834351	2314650	18657302	73640290
37195167	44509027	6579781	2044200	83997635
991994	73198517	86291180	52232734	31481368
53254338	69040631	85202588	52777412	22105961
13439117	75418149	48957699	55757556	34127250
48405616	62853086	64708216	41596877	84367156
36338876	55923554	39524761	5180617	76435169
44867405	46519508	49032974	52015939	96599519
57322667	42179619	103335	18417029	49840106
43147219	75220774	22483022	59543739	54479741
55900964	84115519	61156240	52727706	57706178
80349232	81617911	2241710	21634413	12198711
19936572	226898	33553761	49134064	7230379
10722677	49601997	14421567	37283095	81085157
63730058	20193523	9729603	92700541	36712388
19783589	67864558	74895865	46246827	1631033
11003748	22021558	64071295	12040048	32866168
76558579	87822241	64827621	52822202	72010360
71137159	40434286	64161123	12974697	49506650
73083853	72645608	55120555	33553830	11596243
53945552	40426966	74239561	12573436	34166982
57946374	87663839	18546902	93542380	34175944
79812088	58959091	7858196	83148104	57909831
75758000	46892819	65671039	88662401	52860573
83773636	70840671	37650526	68929550	48800362
7751373	54271859	14664034	50608938	32798627
53633741	74263797	52492753	4973760	70774888
39223840	60230939	59254565	86959271	46983493
7171614	55297485	6309495	36777709	25201727
10748958	6472509	17851280	59131704	93114494
83935827	20301778	49477999	99801783	32637046
84463237	57481057	53816029	81225496	38178313
235910	94899609	13975562	97063790	80776952
48183584	6276759	12822905	41203628	6404597
